MaxError,CenterFrameRollRate_RotPot,CenterFrameRoll_LVDT,CylinderPressure,Speed,TiltUp,TiltDown,Condition,InletPress,ChassisPitchRate,ChassisRollAngle,ChassisRollRate,ChassisYawRate,RightFront,LeftFront,RightBack,LeftBack
276,0.700000000000001,1.890625,1948,19.28515625,0,541,1,2473,1.03125,-3.05117083353827,0.7421875,-1.21875,1803,1546,1782,1472
276,0.800000000000001,1.8359375,1768,19.28515625,0,531,1,2316,0.609375,-3.07445952458915,0,-1.3984375,1824,1538,1785,1468
235,0.800000000000001,1.9296875,1854,19.28515625,0,541,1,2307,0.03125,-3.10856825017797,0.8125,-1.5625,1812,1545,1776,1452
235,0.700000000000001,1.78125,1947,19.29296875,380,541,1,2202,-0.1640625,-3.13606159628852,0.7421875,-1.5546875,1833,1614,1823,1476
230,0.600000000000001,1.765625,1922,19.29296875,474,559,1,2401,-0.4921875,-3.15942399390228,0.75,-1.7109375,1814,1604,1840,1457
194,0.5,1.78125,1948,19.29296875,567,550,1,2029,-1.09375,-3.18379821243362,-0.2578125,-1.734375,1813,1581,1855,1465
176,0.4,1.796875,2000,19.29296875,567,541,1,2206,-1.4453125,-3.22837505640656,-0.7890625,-1.5234375,1793,1550,1833,1445
146,0.300000000000001,1.703125,2382,19.29296875,567,541,1,2079,-1.3671875,-3.29045238404163,-0.03125,-1.5390625,1816,1546,1810,1454
135,0.200000000000001,1.6328125,2442,19.41796875,575,320,1,2461,-1.2109375,-3.3440188082222,0.5,-1.5859375,1804,1510,1789,1432
95,0,1.53125,2417,19.41796875,497,0,1,2796,-1.6328125,-3.38564858041031,-0.0625,-1.3359375,1808,1492,1773,1413
125,-0.199999999999999,1.46875,2593,19.41796875,488,0,1,2972,-2.265625,-3.43195697103606,-0.4140625,-1.2109375,1778,1469,1744,1398
95,-0.399999999999999,1.4453125,2650,19.41796875,489,0,1,2934,-2.2578125,-3.48782684096137,-0.4296875,-1.0546875,1753,1444,1760,1390
86,-0.399999999999999,1.515625,2670,19.41796875,473,0,1,2955,-1.9609375,-3.5437387275734,-0.265625,-0.9296875,1762,1436,1785,1404
-24,-0.399999999999999,1.515625,2616,19.5,505,0,1,2955,-2.234375,-3.59854301953282,-0.9140625,-0.7734375,1771,1411,1783,1405
-63,-0.399999999999999,1.5625,2530,19.5,606,0,1,2993,-2.125,-3.66489925595689,-0.6953125,-0.59375,1775,1387,1787,1419
