MaxError,CenterFrameRollRate_RotPot,CenterFrameRoll_LVDT,CylinderPressure,Speed,TiltUp,TiltDown,Condition,InletPress,ChassisPitchRate,ChassisRollAngle,ChassisRollRate,ChassisYawRate,RightFront,LeftFront,RightBack,LeftBack
123,-0.6,0.7265625,2183,13.27734375,474,0,0,1978,0.265625,-0.700954703355399,1.984375,-2.7890625,1867,1604,1600,1465
225,-0.699999999999999,0.6484375,2197,13.27734375,466,0,0,2405,0.1640625,-0.691133605088121,1.3828125,-2.5078125,1885,1609,1599,1470
226,-0.799999999999999,0.625,2360,13.8359375,482,0,0,2697,0.0859375,-0.683768988706595,0.2265625,-2.328125,1900,1620,1598,1467
226,-0.799999999999999,0.59375,2506,13.8359375,435,0,0,2852,-0.546875,-0.701814600039846,0.3203125,-2.125,1923,1641,1591,1481
226,-0.699999999999999,0.59375,2590,13.8359375,419,0,0,2981,-0.7109375,-0.723638260176321,1.234375,-2.1171875,1901,1634,1578,1456
226,-0.699999999999999,0.625,2609,13.8359375,458,320,0,2996,-0.6796875,-0.731828305586971,1.1328125,-1.828125,1910,1670,1619,1481
130,-0.6,0.7265625,2511,13.8359375,474,0,0,3015,-1.0390625,-0.741967225530923,0.671875,-1.7265625,1902,1664,1614,1467
92,-0.6,0.6328125,2379,14.51171875,474,0,0,2928,-1.6484375,-0.753356211124341,1.3046875,-1.7265625,1929,1682,1646,1473
92,-0.5,0.6484375,2149,14.51171875,474,0,0,2955,-1.828125,-0.75028603220153,1.4375,-1.5390625,1941,1675,1657,1483
92,-0.399999999999999,0.7421875,2096,14.51171875,466,0,0,2895,-1.640625,-0.743235029883497,1.265625,-1.4375,1928,1662,1661,1471
196,-0.299999999999999,0.7265625,2061,14.51171875,428,0,0,3029,-1.7265625,-0.73500943933403,1.6875,-1.421875,1913,1651,1677,1496
205,-0.299999999999999,0.765625,2011,14.51171875,419,0,0,2906,-1.7578125,-0.724490286273094,0.1640625,-1.2578125,1922,1667,1685,1535
205,-0.299999999999999,0.671875,2030,15.2109375,411,0,0,3009,-2.1328125,-0.747045020085584,-0.875,-1.2109375,1911,1672,1686,1544
205,-0.199999999999999,0.671875,2058,15.2109375,427,366,0,2858,-1.890625,-0.79445297030518,0.609375,-1.0859375,1898,1652,1696,1530
205,-0.0999999999999996,0.7109375,2007,15.2109375,427,476,0,2858,-1.296875,-0.826398073355752,0.84375,-1.046875,1885,1640,1700,1533
280,-0.199999999999999,0.765625,1898,15.2109375,380,504,0,2969,-0.7578125,-0.845684789518391,1.28125,-1.3046875,1863,1640,1715,1528
280,-0.199999999999999,0.640625,1898,15.2109375,380,485,0,2969,-0.765625,-0.848674228067983,1.8515625,-1.2421875,1822,1610,1694,1512
280,-0.0999999999999996,0.6640625,1825,15.921875,380,513,0,2842,-0.703125,-0.839051094676021,0.625,-1.1796875,1793,1585,1672,1502
285,0,0.8671875,1772,15.921875,0,513,0,2776,-0.1953125,-0.847025816660548,-0.15625,-1.1484375,1821,1609,1708,1511
285,0.100000000000001,0.828125,1783,15.921875,0,495,0,2820,0.6875,-0.87580818075416,0.5625,-1.328125,1820,1606,1701,1494
285,0.200000000000001,0.7890625,1753,15.921875,0,495,0,2750,1.2578125,-0.900823413649404,0.7109375,-1.359375,1823,1611,1696,1496
339,0.200000000000001,0.84375,1816,15.921875,0,495,0,2725,1.6171875,-0.924130248746421,0.78125,-1.5546875,1822,1613,1683,1473
339,0.300000000000001,0.8515625,1878,16.64453125,0,522,1,2667,1.7890625,-0.941758906136534,1.4921875,-1.7265625,1834,1635,1696,1480
339,0.300000000000001,0.796875,1992,16.64453125,0,522,1,2619,1.6875,-0.943368862016024,1.1328125,-1.765625,1823,1658,1672,1461
339,0.200000000000001,0.7890625,2102,16.64453125,0,559,1,2631,1.9609375,-0.945176297991138,0.7734375,-1.7734375,1883,1712,1701,1468
339,-0.0999999999999996,0.6875,2102,16.64453125,380,541,1,2503,2.1953125,-0.95109421165717,1.421875,-2.0234375,1909,1707,1670,1445
312,-0.0999999999999996,0.5859375,2143,16.64453125,380,531,1,2455,2.46875,-0.947325513313527,1.4140625,-1.875,1916,1726,1663,1428
287,-0.199999999999999,0.5390625,2200,17.453125,380,449,1,2317,1.7890625,-0.936986346659471,1.328125,-1.9765625,1926,1752,1638,1421
312,-0.399999999999999,0.4375,2219,17.453125,411,357,1,2244,0.625,-0.931114265794844,0.7421875,-1.9765625,1968,1781,1619,1428
274,-0.5,0.453125,2222,17.453125,427,320,1,2224,-0.1796875,-0.935431278269568,1.3515625,-2.109375,2011,1805,1605,1423
197,-0.5,0.4609375,2222,17.453125,435,320,1,2187,0.0390625,-0.935209096891715,1.3671875,-1.9453125,2000,1807,1614,1431
204,-0.6,0.375,2222,17.453125,443,0,1,2149,-0.2890625,-0.924477222258721,2.609375,-2.1484375,1973,1814,1645,1433
204,-0.699999999999999,0.28125,2263,18.3984375,450,0,1,2147,-0.5546875,-0.893000196409047,1.21875,-1.921875,1950,1764,1605,1390
204,-0.799999999999999,0.234375,2377,18.3984375,466,0,1,2147,-1.7734375,-0.875529521074146,0.9453125,-1.9765625,1981,1786,1630,1424
197,-0.9,0.28125,2323,18.3984375,488,0,1,2156,-2.3984375,-0.87139989964447,1.390625,-1.90625,1951,1765,1625,1443
204,-0.9,0.21875,2251,18.3984375,488,0,1,2599,-2.296875,-0.86735835787875,0.6015625,-1.625,1916,1750,1630,1448
192,-0.799999999999999,0.328125,2361,18.3984375,474,0,1,2791,-1.765625,-0.879210461902761,0.0859375,-1.46875,1907,1697,1632,1453
165,-0.799999999999999,0.25,2420,19.29296875,482,0,1,2741,-1.9140625,-0.904451167695371,0.90625,-1.5859375,1893,1646,1628,1468
165,-0.699999999999999,0.3046875,2430,19.29296875,466,0,1,2829,-2.15625,-0.925544545944274,0.296875,-1.265625,1829,1599,1612,1454
165,-0.6,0.296875,2426,19.29296875,466,0,1,2900,-2.4921875,-0.9520917667219,0.34375,-1.1484375,1781,1609,1623,1458
165,-0.299999999999999,0.328125,2373,19.29296875,474,0,1,2833,-3.0703125,-0.986401152883665,-0.59375,-0.9609375,1820,1640,1644,1476
243,-0.299999999999999,0.453125,2341,19.29296875,489,329,1,2899,-2.9375,-1.03814880870552,-0.578125,-0.9140625,1832,1631,1642,1481
327,-0.299999999999999,0.5390625,2320,19.96875,482,403,1,2887,-2.3828125,-1.09949977548328,-0.296875,-0.828125,1795,1599,1635,1473
327,-0.0999999999999996,0.5234375,2188,19.96875,404,495,1,2890,-2.375,-1.15632722717858,0.1015625,-0.5625,1781,1597,1667,1498
327,0,0.5703125,2058,19.96875,411,577,1,2941,-2.890625,-1.20506268693985,0.0546875,-0.71875,1759,1543,1683,1497
327,0.200000000000001,0.65625,1972,19.96875,474,614,1,2717,-3.0234375,-1.24772282696119,0.3359375,-0.7265625,1796,1537,1724,1526
316,0.300000000000001,0.75,1789,19.96875,497,642,1,2728,-3.3515625,-1.28364178164205,0.421875,-0.59375,1772,1527,1741,1509
316,0.600000000000001,0.84375,1770,20.47265625,536,679,1,2878,-2.7265625,-1.31438045501058,0.5859375,-0.6796875,1752,1503,1763,1527
316,0.700000000000001,0.8515625,1778,20.47265625,552,688,1,2739,-2.5234375,-1.34217096679421,0.078125,-0.8671875,1769,1481,1824,1592
316,0.700000000000001,0.8125,1840,20.47265625,560,688,1,2764,-2.109375,-1.38205859909266,-0.6796875,-0.6484375,1779,1478,1841,1618
331,0.9,0.828125,1935,20.47265625,575,734,1,2789,-2.15625,-1.43882108500085,-0.1875,-0.7421875,1769,1511,1852,1622
369,0.700000000000001,0.765625,2169,20.47265625,575,734,1,2776,-1.3984375,-1.49394131172885,-0.09375,-1.0703125,1743,1490,1867,1611
479,0.700000000000001,0.7578125,2196,20.72265625,583,734,1,2774,-0.7265625,-1.54412431831539,-0.2421875,-1.1328125,1748,1420,1889,1608
483,0.5,0.6953125,2187,20.72265625,560,715,1,2779,-0.3671875,-1.59193767625073,0.65625,-1.2265625,1771,1402,1895,1608
373,0.200000000000001,0.578125,2229,20.72265625,521,669,1,2811,-0.5078125,-1.62698252570793,0.6015625,-1.59375,1761,1428,1871,1588
320,0.100000000000001,0.6484375,2316,20.72265625,497,642,1,2821,-0.3125,-1.65302024565497,0.890625,-1.6875,1787,1436,1867,1565
320,0.100000000000001,0.6484375,2358,20.72265625,0,614,1,2836,0.15625,-1.6684742117609,1.6796875,-1.921875,1810,1371,1835,1521
320,0,0.5859375,2336,20.65234375,411,596,1,2918,0.7890625,-1.66392432229351,1.9375,-2,1787,1316,1779,1490
320,-0.0999999999999996,0.5234375,2161,20.65234375,388,449,1,2943,0.328125,-1.6448048770208,1.546875,-2.140625,1761,1343,1767,1502
294,-0.199999999999999,0.484375,2106,20.65234375,419,384,1,2849,-0.2890625,-1.62869322997147,1.1328125,-2.046875,1769,1363,1775,1532
254,-0.299999999999999,0.421875,2101,20.65234375,419,329,1,2695,-0.46875,-1.62005903605881,1.5625,-2.140625,1809,1364,1780,1564
243,-0.5,0.3515625,2134,20.65234375,427,320,1,2858,-0.0234375,-1.60773184523219,1.453125,-2.171875,1825,1367,1754,1556
220,-0.6,0.2421875,2177,20.49609375,435,320,1,2662,0.6640625,-1.59096959076023,2.5,-2.2734375,1823,1398,1746,1565
212,-0.799999999999999,0.2734375,2228,20.49609375,443,0,1,2848,0.703125,-1.55684820492227,2.46875,-2.171875,1791,1415,1742,1555
212,-0.9,0.109375,2256,20.49609375,427,0,1,2776,0.078125,-1.51452125520491,2.0234375,-2.09375,1833,1458,1749,1562
186,-1.1,0.0078125,2276,20.49609375,0,490,1,2700,-0.2578125,-1.47923164636631,1.46875,-2.0234375,1849,1437,1726,1555
186,-1.2,0.0078125,2377,20.49609375,411,0,1,2924,-0.765625,-1.45284587024226,2.2890625,-2.1796875,1825,1412,1709,1566
186,-1.2,0.0234375,2257,20.3828125,443,0,1,2808,-0.375,-1.41504265087311,2.9296875,-1.796875,1797,1397,1712,1564
175,-1.2,0,2164,20.3828125,525,0,1,2694,0.2109375,-1.362644194407,1.4296875,-1.265625,1788,1400,1723,1583
144,-1.1,0.0703125,2199,20.3828125,540,0,1,2833,-0.265625,-1.33478007765411,0.4140625,-1.1484375,1774,1390,1710,1607
105,-1,0.046875,2232,20.3828125,525,0,1,2779,-0.453125,-1.33959979676025,0.9921875,-0.921875,1799,1409,1721,1617
105,-0.9,0.046875,2312,20.3828125,495,0,1,2773,-0.953125,-1.33841282089362,2.59375,-0.5,1813,1441,1726,1589
105,-0.699999999999999,0.1171875,2310,20.265625,473,0,1,2799,-0.578125,-1.31046589339115,1.4765625,-0.515625,1817,1465,1720,1579
215,-0.6,0.1015625,2328,20.265625,450,0,1,2909,-0.4140625,-1.29289837290177,0.828125,-0.4375,1822,1480,1740,1606
244,-0.5,0.078125,2313,20.265625,420,420,1,2826,-0.46875,-1.28513465010306,2.1171875,-0.296875,1826,1480,1767,1602
286,-0.399999999999999,0.1484375,2312,20.265625,390,520,1,2845,-1.234375,-1.25766156283846,2.5234375,-0.0234375,1820,1504,1776,1561
244,-0.299999999999999,0.1171875,2314,20.265625,360,540,1,2963,-1.59375,-1.21893148668551,1.0546875,-0.0703125,1808,1507,1757,1535
201,-0.299999999999999,0.1484375,2000,20.2890625,0,540,1,2855,-1.8515625,-1.20777316507138,-0.6015625,-0.1484375,1761,1473,1728,1527
201,-0.0999999999999996,0.375,1770,20.2890625,0,460,1,2875,-1.453125,-1.23392644700699,1.3125,-0.109375,1744,1456,1749,1529
139,0.100000000000001,0.4453125,1671,20.2890625,0,430,1,2812,-1.953125,-1.24277208324094,2.03125,-0.2109375,1738,1453,1778,1542
139,0.4,0.5859375,1724,20.2890625,0,458,1,2785,-1.90625,-1.22699828318611,1.015625,-0.2421875,1733,1459,1794,1546
200,0.600000000000001,0.546875,1799,20.2890625,0,412,1,2750,-2.3203125,-1.22128533273053,0.5,-0.4375,1746,1462,1817,1588
200,0.700000000000001,0.5546875,1912,20.34375,0,421,1,2717,-1.7734375,-1.2282116656458,1.34375,-0.546875,1722,1431,1818,1605
200,0.700000000000001,0.5234375,1900,20.34375,0,495,1,2629,-0.8515625,-1.22495972676414,1.890625,-0.6875,1700,1404,1844,1611
200,0.600000000000001,0.4296875,1875,20.34375,380,476,1,2596,-0.9296875,-1.20723569158259,1.6328125,-0.9453125,1703,1434,1869,1625
200,0.600000000000001,0.484375,2041,20.34375,380,476,1,2528,-0.6328125,-1.18635019435036,1.8046875,-1.234375,1699,1412,1826,1588
104,0.5,0.4921875,2121,20.34375,0,476,1,2502,-0.421875,-1.16472386382466,1.5,-1.28125,1746,1453,1813,1580
72,0.4,0.453125,2175,20.140625,0,384,1,2448,0.0703125,-1.1446910606382,1.984375,-1.5390625,1716,1439,1778,1565
59,0.4,0.5,2167,20.140625,380,329,1,2449,0.484375,-1.11958474554678,1.6015625,-1.7578125,1717,1456,1788,1578
59,0.4,0.5703125,1975,20.140625,411,320,1,2380,0.1875,-1.09288703872909,1.953125,-1.984375,1758,1484,1777,1577
59,0.4,0.5703125,1979,20.140625,0,350,1,2269,-0.5703125,-1.06265014434468,1.828125,-2.0234375,1825,1547,1789,1601
78,0.300000000000001,0.515625,1975,20.140625,396,0,1,2041,-0.4375,-1.03023469248296,1.75,-2.171875,1818,1553,1780,1632
78,0.300000000000001,0.4609375,1972,19.95703125,375,0,1,2435,0.15625,-1.00188403238477,1.3828125,-2.2421875,1794,1522,1764,1639
78,0.100000000000001,0.453125,1964,19.95703125,0,0,1,2115,0.3515625,-0.978069111774177,1.8515625,-2.1875,1770,1465,1734,1612
78,0,0.390625,2049,19.95703125,0,0,1,2087,0.3046875,-0.946218377713953,2.3125,-2.078125,1812,1469,1762,1635
78,-0.0999999999999996,0.3828125,2067,19.95703125,480,470,1,1938,-0.109375,-0.909873195949135,1.046875,-1.9765625,1820,1473,1745,1647
78,-0.0999999999999996,0.4765625,2058,19.95703125,473,490,1,2247,-0.359375,-0.895197098170141,0.9375,-2,1801,1445,1692,1621
109,-0.0999999999999996,0.4921875,2054,19.8359375,428,440,1,1869,-0.3125,-0.88934987984799,1.640625,-1.6015625,1789,1459,1677,1613
109,0,0.421875,2048,19.8359375,405,400,1,2020,0.3359375,-0.873170386566987,1.6796875,-1.3359375,1774,1470,1676,1604
109,0,0.4609375,2064,19.8359375,380,0,1,2123,0.1171875,-0.859287602056588,0.46875,-1.2109375,1749,1449,1666,1598
-1,0,0.6328125,2124,19.8359375,388,329,1,2272,-0.3828125,-0.865457854146128,0.84375,-1.1953125,1743,1433,1655,1588
-40,0.100000000000001,0.6171875,2190,19.8359375,404,0,1,2111,-0.7734375,-0.874778939402004,1.3046875,-0.8359375,1765,1446,1667,1587
52,0.300000000000001,0.625,2212,19.77734375,398,0,1,2210,-0.921875,-0.875647441860311,1.1640625,-0.6015625,1750,1449,1653,1564
68,0.300000000000001,0.6015625,2344,19.77734375,405,0,1,2391,-0.609375,-0.877610846482858,0.59375,-0.5390625,1781,1474,1670,1583
68,0.300000000000001,0.6328125,2408,19.77734375,405,350,1,2199,-0.2109375,-0.890816228891254,0.84375,-0.5625,1770,1465,1680,1577
6,0.4,0.65625,2398,19.77734375,413,350,1,2452,-0.390625,-0.901081257041358,1.46875,-0.3828125,1760,1452,1697,1562
-17,0.300000000000001,0.6796875,2360,19.77734375,405,0,1,2479,-0.7265625,-0.901177755931015,1.1796875,-0.265625,1795,1478,1724,1584
-33,0.300000000000001,0.71875,2314,19.71875,398,0,1,2552,-0.7890625,-0.903760983048094,0.75,-0.5078125,1788,1458,1702,1558
-33,0.4,0.78125,2172,19.71875,404,0,1,2603,-0.671875,-0.912360967406499,1.34375,-0.4375,1805,1473,1735,1578
-66,0.5,0.8671875,2123,19.71875,427,0,1,2603,-0.484375,-0.914607544437202,1.125,-0.2265625,1783,1480,1782,1598
-66,0.600000000000001,0.8046875,1979,19.71875,405,0,1,2606,-0.0703125,-0.915785164263978,0.8671875,-0.421875,1799,1502,1807,1629
-24,0.600000000000001,0.875,1929,19.71875,404,0,1,2625,-0.2890625,-0.92201541773565,0.8515625,-0.515625,1804,1502,1773,1601
75,0.5,0.9296875,1966,19.67578125,443,0,1,2632,-0.734375,-0.931162153776397,1.2265625,-0.421875,1818,1497,1749,1573
104,0.5,0.8515625,2130,19.67578125,396,0,1,2625,-0.609375,-0.930312025999312,1.984375,-0.4765625,1813,1531,1794,1581
104,0.5,0.8046875,2167,19.67578125,388,375,1,2659,-0.1171875,-0.909782905458693,1.796875,-0.6796875,1792,1509,1802,1589
104,0.5,0.90625,2155,19.67578125,380,0,1,2726,-0.109375,-0.886387898388381,1.609375,-0.5703125,1754,1465,1794,1559
104,0.5,0.90625,2142,19.67578125,383,350,1,2688,-0.1171875,-0.861188555445506,1.8984375,-0.71875,1755,1458,1779,1553
-6,0.4,0.8828125,2152,19.69140625,390,400,1,2708,-1.046875,-0.837029062779229,0.4765625,-0.6484375,1761,1489,1760,1555
-8,0.4,0.9375,2134,19.69140625,0,400,1,2732,-0.5,-0.838175326770622,0.4453125,-0.6796875,1769,1492,1738,1549
-8,0.300000000000001,0.921875,2123,19.69140625,368,390,1,2700,-0.0390625,-0.850697766188997,1.5234375,-0.7578125,1724,1450,1701,1508
-8,0.300000000000001,1.0078125,1958,19.69140625,0,350,1,2735,0.0625,-0.847034769874763,1.8203125,-0.8984375,1783,1487,1748,1536
-8,0.300000000000001,0.984375,2001,19.69140625,383,0,1,2656,-0.59375,-0.832310139006328,1.046875,-0.9609375,1747,1442,1697,1511
-48,0.300000000000001,1,2080,19.67578125,398,0,1,2707,-1.0390625,-0.826212426296367,1.203125,-1.078125,1789,1486,1727,1539
-48,0.300000000000001,0.96875,2146,19.67578125,420,0,1,2632,-1.1796875,-0.819868074654742,1.3671875,-0.9609375,1807,1510,1734,1548
-49,0.4,0.9453125,2172,19.67578125,405,0,1,2525,-0.8828125,-0.814561029784832,0.8359375,-0.921875,1791,1509,1715,1543
-49,0.300000000000001,1.0078125,2167,19.67578125,405,350,1,2703,-0.7109375,-0.820570711471742,0.7421875,-1.0078125,1765,1470,1712,1533
-43,0.300000000000001,0.9921875,2265,19.67578125,398,350,1,2730,-0.796875,-0.832343263418826,1.7265625,-0.9140625,1777,1503,1740,1562
-43,0.200000000000001,0.9296875,2265,19.7265625,405,0,1,2670,-0.9453125,-0.828436687415101,1.59375,-0.890625,1776,1538,1758,1574
-43,0.100000000000001,0.96875,2235,19.7265625,413,0,1,2779,-1.234375,-0.820863604665225,0.5390625,-1.1484375,1771,1532,1743,1556
-35,0.200000000000001,1.1484375,2209,19.7265625,413,0,1,2751,-1.2890625,-0.833290478564626,0.0703125,-1.0625,1722,1477,1682,1518
-43,0.4,1.2578125,2229,19.7265625,458,0,1,2704,-1,-0.857699227285696,1.3984375,-1.1640625,1779,1506,1735,1568
-35,0.4,1.15625,2219,19.7265625,466,0,1,2804,-0.609375,-0.864046708964971,1.5,-1.140625,1763,1449,1729,1558
0,0.4,1.0390625,2186,19.6875,435,0,1,2785,-0.6953125,-0.856387164804552,1.625,-1.28125,1802,1470,1754,1592
0,0.4,1.0703125,2180,19.6875,419,366,1,2801,-0.6953125,-0.843175401453945,1.6015625,-1.2734375,1820,1453,1735,1579
72,0.300000000000001,1.015625,2180,19.6875,411,366,1,2791,-0.9296875,-0.823437935451161,2.3984375,-1.1875,1811,1439,1710,1560
72,0.100000000000001,1.046875,2159,19.6875,0,350,1,2764,-0.4765625,-0.786045022110796,2.40625,-1.171875,1819,1455,1709,1559
72,0,1.015625,1998,19.6875,360,360,1,2887,-0.6015625,-0.746146267619082,0.8046875,-1.1640625,1811,1464,1715,1555
82,-0.0999999999999996,0.96875,1998,19.62109375,383,390,1,2767,-0.9921875,-0.735042311998026,0.4765625,-1.15625,1822,1469,1729,1573
82,-0.0999999999999996,0.96875,1850,19.62109375,375,390,1,2720,-1.2421875,-0.742216006775641,1.2734375,-1.109375,1819,1449,1743,1595
82,-0.0999999999999996,0.984375,1862,19.62109375,368,410,1,2777,-1,-0.737296393172178,2.078125,-1.1484375,1821,1444,1754,1610
84,-0.199999999999999,0.984375,1934,19.62109375,360,430,1,2716,-0.6328125,-0.714506856549574,1.4609375,-1.1015625,1790,1425,1740,1602
84,-0.199999999999999,0.890625,1954,19.62109375,0,450,1,2714,-0.21875,-0.694453707661456,1.2578125,-0.8984375,1792,1407,1749,1603
84,-0.299999999999999,0.8125,1988,19.59375,0,450,1,2692,0.03125,-0.678432564830007,1.75,-0.96875,1803,1395,1761,1605
45,-0.399999999999999,0.8203125,2014,19.59375,375,470,1,2725,0.25,-0.656151017616871,1.3984375,-0.8203125,1827,1415,1764,1608
12,-0.5,0.8046875,2036,19.59375,360,440,1,2549,-0.1015625,-0.636922005643995,1.3984375,-0.65625,1834,1448,1755,1596
12,-0.5,0.7890625,2042,19.59375,405,410,1,2543,0.140625,-0.622751466402405,1.03125,-0.421875,1862,1499,1769,1625
15,-0.5,0.859375,2039,19.59375,413,350,1,2484,0.6484375,-0.6188576627478,0.53125,-0.34375,1838,1468,1723,1594
94,-0.5,0.8828125,2033,19.47265625,443,0,1,2612,0.703125,-0.630931364286499,0.65625,-0.359375,1834,1453,1706,1597
94,-0.299999999999999,0.9765625,2030,19.47265625,420,0,1,2452,0.46875,-0.6467825141555,1.28125,-0.1796875,1834,1437,1696,1594
70,-0.199999999999999,1.0234375,2039,19.47265625,390,0,1,2499,-0.109375,-0.645615330688718,2.515625,-0.1640625,1861,1453,1710,1611
70,-0.0999999999999996,0.90625,2142,19.47265625,396,0,1,2503,-0.0625,-0.619598531637599,1.6484375,-0.0234375,1845,1452,1696,1591
3,-0.0999999999999996,0.8671875,2213,19.47265625,398,0,1,2552,-0.0390625,-0.594235214808761,2.1953125,-0.1640625,1841,1462,1692,1544
3,-0.0999999999999996,0.765625,2251,19.4375,420,0,1,2603,-0.0078125,-0.562507240079418,1.9765625,-0.2109375,1838,1451,1695,1520
-51,-0.199999999999999,0.828125,2256,19.4375,450,430,1,2729,-0.1015625,-0.529807994833405,1.671875,-0.265625,1834,1455,1704,1519
-51,-0.299999999999999,0.71875,2262,19.4375,473,350,1,2667,-0.0859375,-0.503743387886888,1.703125,-0.3671875,1819,1429,1702,1517
-51,-0.299999999999999,0.7421875,2269,19.4375,503,440,1,2716,-0.53125,-0.483707608084719,1.390625,-0.4453125,1835,1471,1711,1546
-36,-0.299999999999999,0.7421875,2219,19.4375,495,350,1,2738,-0.8125,-0.472875562052751,1.3203125,-0.46875,1829,1500,1708,1541
-24,-0.199999999999999,0.7734375,2178,19.4609375,480,0,1,2750,-1.125,-0.466759654435557,1.796875,-0.609375,1826,1497,1693,1529
-24,-0.199999999999999,0.8046875,2145,19.4609375,473,0,1,2782,-0.6484375,-0.451164393128679,2.3046875,-0.765625,1859,1481,1705,1536
86,-0.199999999999999,0.7578125,2159,19.4609375,495,0,1,2755,-0.921875,-0.419384240113007,2.4453125,-0.8046875,1894,1492,1722,1553
13,-0.299999999999999,0.7109375,2276,19.4609375,503,0,1,2824,-1.5703125,-0.378178808187788,2.75,-0.8203125,1885,1502,1714,1547
36,-0.199999999999999,0.703125,2369,19.4609375,480,440,1,2824,-1.765625,-0.322065516396218,3.21875,-0.8359375,1847,1500,1708,1535
36,-0.299999999999999,0.625,2372,19.58203125,518,490,1,2893,-1.8203125,-0.255051336297141,2.171875,-0.6953125,1828,1472,1695,1523
36,-0.399999999999999,0.546875,2259,19.58203125,533,520,1,2865,-1.5234375,-0.204625375003559,1.65625,-0.8125,1844,1472,1738,1561
31,-0.5,0.546875,2131,19.58203125,540,570,1,2870,-1.5390625,-0.171579983288958,1.7421875,-0.9765625,1800,1452,1722,1582
36,-0.6,0.5546875,2051,19.58203125,548,560,1,2877,-1.2578125,-0.141540147483282,1.9140625,-0.8359375,1750,1451,1730,1612
53,-0.6,0.5234375,2011,19.58203125,555,520,1,2911,-1.1953125,-0.109566299487277,1.796875,-0.671875,1745,1460,1740,1632
119,-0.5,0.5625,1969,19.55078125,548,380,1,2852,-0.6875,-0.0785517937699888,1.7265625,-0.9296875,1758,1468,1743,1632
119,-0.399999999999999,0.703125,1891,19.55078125,533,550,1,2817,-0.609375,-0.0498469338688124,1.8515625,-0.90625,1762,1491,1738,1618
121,-0.299999999999999,0.7578125,1960,19.55078125,518,520,1,2810,-0.484375,-0.0184902533314156,2.3671875,-0.7734375,1736,1500,1729,1604
119,-0.299999999999999,0.765625,2133,19.55078125,488,520,1,2802,-0.4609375,0.0243014898917022,1.9921875,-0.8828125,1744,1520,1739,1619
119,-0.0999999999999996,0.71875,2180,19.55078125,488,550,1,2826,-0.1640625,0.0645555504158912,1.4140625,-0.8828125,1729,1502,1743,1632
83,-0.0999999999999996,0.7109375,2216,19.51953125,480,590,1,2868,-0.2109375,0.091276035481599,1.6875,-0.84375,1746,1494,1738,1625
83,0,0.671875,2246,19.51953125,0,590,1,2808,-0.203125,0.116470892648888,1.8984375,-0.8125,1782,1539,1734,1620
83,0,0.7578125,2253,19.51953125,0,600,1,2870,-0.2578125,0.14586844051961,1.796875,-0.71875,1804,1564,1732,1606
87,0,0.78125,2153,19.51953125,0,580,1,2808,0,0.173323396830582,0.8515625,-0.546875,1772,1542,1704,1590
97,0.100000000000001,0.8828125,1901,19.51953125,0,540,1,2855,-0.140625,0.177027247716806,0,-0.4453125,1767,1541,1696,1604
122,0.200000000000001,0.9140625,1897,19.453125,0,440,1,2767,-0.21875,0.152872860664804,0.6171875,-0.5,1766,1547,1702,1610
122,0.300000000000001,0.9921875,1912,19.453125,0,375,1,2744,-0.8828125,0.132251147556429,1.6953125,-0.3046875,1775,1551,1714,1590
122,0.5,1.0078125,1925,19.453125,380,393,1,2710,-0.8671875,0.131713575898488,1.46875,-0.21875,1779,1542,1736,1576
122,0.700000000000001,0.9765625,1950,19.453125,396,449,1,2629,-0.640625,0.135273611156771,0.875,-0.484375,1788,1534,1737,1589
122,0.700000000000001,0.953125,2042,19.453125,388,476,1,2506,-0.421875,0.131214369957938,1.5546875,-0.21875,1749,1535,1726,1579
60,0.600000000000001,0.890625,2178,19.515625,380,439,1,2547,-0.2734375,0.136550386403522,2.078125,0.0625,1725,1526,1728,1568
60,0.5,0.8671875,2263,19.515625,396,421,1,2436,-0.6328125,0.153687288270882,0.828125,0.03125,1739,1531,1714,1538
60,0.4,0.8828125,2328,19.515625,419,0,1,2385,-1.015625,0.150786250775753,-0.21875,-0.0234375,1769,1550,1699,1520
60,0.200000000000001,0.9375,2366,19.515625,428,0,1,2407,-0.8828125,0.118972790505249,0.34375,0.0078125,1746,1547,1662,1495
60,0.100000000000001,0.9765625,2367,19.515625,450,0,1,2167,-0.828125,0.0852743702253248,1.0625,0.078125,1738,1549,1666,1493
10,0.100000000000001,0.9375,2358,19.48046875,413,0,1,2423,-0.8359375,0.066070374231793,0.6796875,-0.03125,1772,1557,1685,1522
10,0.100000000000001,0.9453125,2341,19.48046875,390,0,1,2348,-1.5078125,0.0472684799728424,0.140625,-0.0625,1803,1569,1709,1532
16,0.200000000000001,1.0546875,2322,19.48046875,404,0,1,2644,-1.9453125,0.0174773315062513,0.4140625,-0.046875,1792,1545,1691,1521
16,0.200000000000001,0.9296875,2287,19.48046875,450,320,1,2755,-1.8671875,-0.0101386971244145,0.7109375,0.0390625,1818,1587,1722,1555
32,0.200000000000001,0.9765625,2167,19.48046875,474,384,1,2783,-1.546875,-0.0266606716702852,0.90625,-0.015625,1794,1571,1704,1543
73,0.200000000000001,1,2030,19.53125,474,320,1,2728,-1.609375,-0.0377433068192738,0.453125,-0.1953125,1778,1549,1723,1536
103,0.100000000000001,0.984375,2002,19.53125,427,0,1,2767,-1.7265625,-0.0512813869887995,0.9140625,-0.21875,1789,1537,1779,1571
